,tracks,playlist,danceability,acousticness,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,analysis,Add
10,3Ss0h6wRTuYwnIPXOYa9bs,0,0.579,0.311,267222,0.835,4.47e-06,9,0.21600000000000003,-4.436,0,0.193,124.083,4,0.43700000000000006,"AudioFeatures with fields:
  acousticness = 0.311
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3Ss0h6wRTuY...'
  danceability = 0.579
  duration_ms = 267222
  energy = 0.835
  id = '3Ss0h6wRTuYwnIPXOYa9bs'
  instrumentalness = 4.47e-06
  key = 9
  liveness = 0.216
  loudness = -4.436
  mode = 0
  speechiness = 0.193
  tempo = 124.083
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3Ss0h6wRTuYwnIPXOYa9bs'
  type = 'audio_features'
  uri = 'spotify:track:3Ss0h6wRTuYwnIPXOYa9bs'
  valence = 0.437",True
11,2t8JaEKZmBFewxQW4iFb7P,0,0.595,0.682,263493,0.41700000000000004,0.0,4,0.0923,-10.152000000000001,0,0.0347,89.874,4,0.5489999999999999,"AudioFeatures with fields:
  acousticness = 0.682
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2t8JaEKZmBF...'
  danceability = 0.595
  duration_ms = 263493
  energy = 0.417
  id = '2t8JaEKZmBFewxQW4iFb7P'
  instrumentalness = 0
  key = 4
  liveness = 0.0923
  loudness = -10.152
  mode = 0
  speechiness = 0.0347
  tempo = 89.874
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2t8JaEKZmBFewxQW4iFb7P'
  type = 'audio_features'
  uri = 'spotify:track:2t8JaEKZmBFewxQW4iFb7P'
  valence = 0.549",False
12,7Ji349COQ0IU6KbRnLmAES,0,0.614,0.531,210463,0.47600000000000003,2.84e-05,11,0.115,-11.235999999999999,0,0.207,86.678,5,0.396,"AudioFeatures with fields:
  acousticness = 0.531
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7Ji349COQ0I...'
  danceability = 0.614
  duration_ms = 210463
  energy = 0.476
  id = '7Ji349COQ0IU6KbRnLmAES'
  instrumentalness = 2.84e-05
  key = 11
  liveness = 0.115
  loudness = -11.236
  mode = 0
  speechiness = 0.207
  tempo = 86.678
  time_signature = 5
  track_href = 'https://api.spotify.com/v1/tracks/7Ji349COQ0IU6KbRnLmAES'
  type = 'audio_features'
  uri = 'spotify:track:7Ji349COQ0IU6KbRnLmAES'
  valence = 0.396",False
13,3VUA3gULk1wEFCqsU440eh,0,0.675,0.0634,265846,0.6809999999999999,0.0,9,0.19399999999999998,-6.606,1,0.221,130.002,4,0.371,"AudioFeatures with fields:
  acousticness = 0.0634
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3VUA3gULk1w...'
  danceability = 0.675
  duration_ms = 265846
  energy = 0.681
  id = '3VUA3gULk1wEFCqsU440eh'
  instrumentalness = 0
  key = 9
  liveness = 0.194
  loudness = -6.606
  mode = 1
  speechiness = 0.221
  tempo = 130.002
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3VUA3gULk1wEFCqsU440eh'
  type = 'audio_features'
  uri = 'spotify:track:3VUA3gULk1wEFCqsU440eh'
  valence = 0.371",True
14,2bageubuN1HjNZwTNlyh0v,0,0.7140000000000001,0.32799999999999996,372600,0.495,0.0,9,0.10400000000000001,-7.226,1,0.0361,114.979,4,0.23800000000000002,"AudioFeatures with fields:
  acousticness = 0.328
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2bageubuN1H...'
  danceability = 0.714
  duration_ms = 372600
  energy = 0.495
  id = '2bageubuN1HjNZwTNlyh0v'
  instrumentalness = 0
  key = 9
  liveness = 0.104
  loudness = -7.226
  mode = 1
  speechiness = 0.0361
  tempo = 114.979
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2bageubuN1HjNZwTNlyh0v'
  type = 'audio_features'
  uri = 'spotify:track:2bageubuN1HjNZwTNlyh0v'
  valence = 0.238",False
15,5JZGFSGzpRkEksBPu8n1kY,0,0.795,0.281,261347,0.755,1.09e-06,6,0.047,-6.031000000000001,0,0.0441,123.962,4,0.606,"AudioFeatures with fields:
  acousticness = 0.281
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5JZGFSGzpRk...'
  danceability = 0.795
  duration_ms = 261347
  energy = 0.755
  id = '5JZGFSGzpRkEksBPu8n1kY'
  instrumentalness = 1.09e-06
  key = 6
  liveness = 0.047
  loudness = -6.031
  mode = 0
  speechiness = 0.0441
  tempo = 123.962
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5JZGFSGzpRkEksBPu8n1kY'
  type = 'audio_features'
  uri = 'spotify:track:5JZGFSGzpRkEksBPu8n1kY'
  valence = 0.606",False
16,6wkNMxKNAVqWAX74oekg8a,0,0.76,0.18100000000000002,267160,0.948,0.0,2,0.0962,-3.39,0,0.0936,99.971,4,0.537,"AudioFeatures with fields:
  acousticness = 0.181
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6wkNMxKNAVq...'
  danceability = 0.76
  duration_ms = 267160
  energy = 0.948
  id = '6wkNMxKNAVqWAX74oekg8a'
  instrumentalness = 0
  key = 2
  liveness = 0.0962
  loudness = -3.39
  mode = 0
  speechiness = 0.0936
  tempo = 99.971
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6wkNMxKNAVqWAX74oekg8a'
  type = 'audio_features'
  uri = 'spotify:track:6wkNMxKNAVqWAX74oekg8a'
  valence = 0.537",True
17,5nG2hbCPI0urycsRN8M3OR,0,0.34,0.718,274864,0.465,0.0652,0,0.142,-11.630999999999998,1,0.0453,97.54,3,0.0686,"AudioFeatures with fields:
  acousticness = 0.718
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5nG2hbCPI0u...'
  danceability = 0.34
  duration_ms = 274864
  energy = 0.465
  id = '5nG2hbCPI0urycsRN8M3OR'
  instrumentalness = 0.0652
  key = 0
  liveness = 0.142
  loudness = -11.631
  mode = 1
  speechiness = 0.0453
  tempo = 97.54
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/5nG2hbCPI0urycsRN8M3OR'
  type = 'audio_features'
  uri = 'spotify:track:5nG2hbCPI0urycsRN8M3OR'
  valence = 0.0686",True
18,0Tm5ER6IrGfmW0yZ5lkQli,0,0.6679999999999999,0.281,281440,0.703,0.0029,10,0.159,-8.192,0,0.19899999999999998,176.889,3,0.588,"AudioFeatures with fields:
  acousticness = 0.281
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0Tm5ER6IrGf...'
  danceability = 0.668
  duration_ms = 281440
  energy = 0.703
  id = '0Tm5ER6IrGfmW0yZ5lkQli'
  instrumentalness = 0.0029
  key = 10
  liveness = 0.159
  loudness = -8.192
  mode = 0
  speechiness = 0.199
  tempo = 176.889
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/0Tm5ER6IrGfmW0yZ5lkQli'
  type = 'audio_features'
  uri = 'spotify:track:0Tm5ER6IrGfmW0yZ5lkQli'
  valence = 0.588",True
19,5jkH9Pgv28mW9ve6uGtohT,0,0.409,0.552,320235,0.29,3.82e-06,7,0.54,-9.136000000000001,0,0.0383,179.895,3,0.29100000000000004,"AudioFeatures with fields:
  acousticness = 0.552
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5jkH9Pgv28m...'
  danceability = 0.409
  duration_ms = 320235
  energy = 0.29
  id = '5jkH9Pgv28mW9ve6uGtohT'
  instrumentalness = 3.82e-06
  key = 7
  liveness = 0.54
  loudness = -9.136
  mode = 0
  speechiness = 0.0383
  tempo = 179.895
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/5jkH9Pgv28mW9ve6uGtohT'
  type = 'audio_features'
  uri = 'spotify:track:5jkH9Pgv28mW9ve6uGtohT'
  valence = 0.291",True
20,29Kc7RQUikxuxjkRYa39Ih,0,0.605,0.623,221118,0.7490000000000001,0.0,10,0.10400000000000001,-2.483,0,0.0398,149.827,4,0.466,"AudioFeatures with fields:
  acousticness = 0.623
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/29Kc7RQUikx...'
  danceability = 0.605
  duration_ms = 221118
  energy = 0.749
  id = '29Kc7RQUikxuxjkRYa39Ih'
  instrumentalness = 0
  key = 10
  liveness = 0.104
  loudness = -2.483
  mode = 0
  speechiness = 0.0398
  tempo = 149.827
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/29Kc7RQUikxuxjkRYa39Ih'
  type = 'audio_features'
  uri = 'spotify:track:29Kc7RQUikxuxjkRYa39Ih'
  valence = 0.466",False
21,7eQl3Yqv35ioqUfveKHitE,0,0.609,0.32799999999999996,321225,0.5379999999999999,0.0,6,0.125,-7.8420000000000005,1,0.0273,130.007,4,0.608,"AudioFeatures with fields:
  acousticness = 0.328
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7eQl3Yqv35i...'
  danceability = 0.609
  duration_ms = 321225
  energy = 0.538
  id = '7eQl3Yqv35ioqUfveKHitE'
  instrumentalness = 0
  key = 6
  liveness = 0.125
  loudness = -7.842
  mode = 1
  speechiness = 0.0273
  tempo = 130.007
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7eQl3Yqv35ioqUfveKHitE'
  type = 'audio_features'
  uri = 'spotify:track:7eQl3Yqv35ioqUfveKHitE'
  valence = 0.608",False
22,4cNbz1UdBCrnGOg0NNP1iF,0,0.569,0.879,229878,0.297,0.0,6,0.0938,-8.639,1,0.0292,89.96,4,0.466,"AudioFeatures with fields:
  acousticness = 0.879
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4cNbz1UdBCr...'
  danceability = 0.569
  duration_ms = 229878
  energy = 0.297
  id = '4cNbz1UdBCrnGOg0NNP1iF'
  instrumentalness = 0
  key = 6
  liveness = 0.0938
  loudness = -8.639
  mode = 1
  speechiness = 0.0292
  tempo = 89.96
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4cNbz1UdBCrnGOg0NNP1iF'
  type = 'audio_features'
  uri = 'spotify:track:4cNbz1UdBCrnGOg0NNP1iF'
  valence = 0.466",False
23,2oNRoniEFnPdaCfkOQ9m0C,0,0.79,0.581,247455,0.74,0.000165,10,0.523,-7.505,0,0.168,133.526,4,0.948,"AudioFeatures with fields:
  acousticness = 0.581
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2oNRoniEFnP...'
  danceability = 0.79
  duration_ms = 247455
  energy = 0.74
  id = '2oNRoniEFnPdaCfkOQ9m0C'
  instrumentalness = 0.000165
  key = 10
  liveness = 0.523
  loudness = -7.505
  mode = 0
  speechiness = 0.168
  tempo = 133.526
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2oNRoniEFnPdaCfkOQ9m0C'
  type = 'audio_features'
  uri = 'spotify:track:2oNRoniEFnPdaCfkOQ9m0C'
  valence = 0.948",True
24,4co1QFnOx9cpKRp3Ru6eJF,0,0.618,0.695,296813,0.522,8.94e-06,4,0.0944,-7.94,0,0.0461,149.825,4,0.35600000000000004,"AudioFeatures with fields:
  acousticness = 0.695
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4co1QFnOx9c...'
  danceability = 0.618
  duration_ms = 296813
  energy = 0.522
  id = '4co1QFnOx9cpKRp3Ru6eJF'
  instrumentalness = 8.94e-06
  key = 4
  liveness = 0.0944
  loudness = -7.94
  mode = 0
  speechiness = 0.0461
  tempo = 149.825
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4co1QFnOx9cpKRp3Ru6eJF'
  type = 'audio_features'
  uri = 'spotify:track:4co1QFnOx9cpKRp3Ru6eJF'
  valence = 0.356",False
25,7G7bUcCrwXHgFc4HZrZhdx,0,0.611,0.555,312033,0.327,0.0,3,0.10800000000000001,-15.109000000000002,1,0.0352,97.016,3,0.431,"AudioFeatures with fields:
  acousticness = 0.555
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7G7bUcCrwXH...'
  danceability = 0.611
  duration_ms = 312033
  energy = 0.327
  id = '7G7bUcCrwXHgFc4HZrZhdx'
  instrumentalness = 0
  key = 3
  liveness = 0.108
  loudness = -15.109
  mode = 1
  speechiness = 0.0352
  tempo = 97.016
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/7G7bUcCrwXHgFc4HZrZhdx'
  type = 'audio_features'
  uri = 'spotify:track:7G7bUcCrwXHgFc4HZrZhdx'
  valence = 0.431",False
26,4tkSvA7zfuhwgHQbEeNEJU,0,0.368,0.7390000000000001,310000,0.174,0.000262,7,0.122,-17.293,0,0.0327,80.06,4,0.326,"AudioFeatures with fields:
  acousticness = 0.739
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4tkSvA7zfuh...'
  danceability = 0.368
  duration_ms = 310000
  energy = 0.174
  id = '4tkSvA7zfuhwgHQbEeNEJU'
  instrumentalness = 0.000262
  key = 7
  liveness = 0.122
  loudness = -17.293
  mode = 0
  speechiness = 0.0327
  tempo = 80.06
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4tkSvA7zfuhwgHQbEeNEJU'
  type = 'audio_features'
  uri = 'spotify:track:4tkSvA7zfuhwgHQbEeNEJU'
  valence = 0.326",False
27,0VMigv7BI8OpP6CRSkyKX6,0,0.624,0.544,212000,0.386,0.0047,4,0.11800000000000001,-10.502,0,0.0764,180.166,4,0.26899999999999996,"AudioFeatures with fields:
  acousticness = 0.544
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0VMigv7BI8O...'
  danceability = 0.624
  duration_ms = 212000
  energy = 0.386
  id = '0VMigv7BI8OpP6CRSkyKX6'
  instrumentalness = 0.0047
  key = 4
  liveness = 0.118
  loudness = -10.502
  mode = 0
  speechiness = 0.0764
  tempo = 180.166
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0VMigv7BI8OpP6CRSkyKX6'
  type = 'audio_features'
  uri = 'spotify:track:0VMigv7BI8OpP6CRSkyKX6'
  valence = 0.269",False
28,4UJkUnfEEL8B2JZ1OQfYOO,0,0.883,0.159,163426,0.33399999999999996,0.00015800000000000002,2,0.12,-10.651,0,0.0426,106.02,4,0.747,"AudioFeatures with fields:
  acousticness = 0.159
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4UJkUnfEEL8...'
  danceability = 0.883
  duration_ms = 163426
  energy = 0.334
  id = '4UJkUnfEEL8B2JZ1OQfYOO'
  instrumentalness = 0.000158
  key = 2
  liveness = 0.12
  loudness = -10.651
  mode = 0
  speechiness = 0.0426
  tempo = 106.02
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4UJkUnfEEL8B2JZ1OQfYOO'
  type = 'audio_features'
  uri = 'spotify:track:4UJkUnfEEL8B2JZ1OQfYOO'
  valence = 0.747",False
29,4FL8i7miD18FuMN08XGKcM,0,0.8109999999999999,0.0829,212727,0.5870000000000001,0.0,8,0.17300000000000001,-10.091000000000001,1,0.0872,110.027,4,0.758,"AudioFeatures with fields:
  acousticness = 0.0829
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4FL8i7miD18...'
  danceability = 0.811
  duration_ms = 212727
  energy = 0.587
  id = '4FL8i7miD18FuMN08XGKcM'
  instrumentalness = 0
  key = 8
  liveness = 0.173
  loudness = -10.091
  mode = 1
  speechiness = 0.0872
  tempo = 110.027
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4FL8i7miD18FuMN08XGKcM'
  type = 'audio_features'
  uri = 'spotify:track:4FL8i7miD18FuMN08XGKcM'
  valence = 0.758",False
30,0ocPf3gWtOLCemJewOvtuK,0,0.5529999999999999,0.0378,267930,0.9590000000000001,0.0,10,0.401,-4.86,0,0.18100000000000002,159.911,4,0.711,"AudioFeatures with fields:
  acousticness = 0.0378
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0ocPf3gWtOL...'
  danceability = 0.553
  duration_ms = 267930
  energy = 0.959
  id = '0ocPf3gWtOLCemJewOvtuK'
  instrumentalness = 0
  key = 10
  liveness = 0.401
  loudness = -4.86
  mode = 0
  speechiness = 0.181
  tempo = 159.911
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0ocPf3gWtOLCemJewOvtuK'
  type = 'audio_features'
  uri = 'spotify:track:0ocPf3gWtOLCemJewOvtuK'
  valence = 0.711",True
31,7vZz8oJ5qAqB9MghufRK5k,0,0.603,0.000173,211120,0.708,3.36e-06,4,0.158,-7.047000000000001,0,0.0379,105.046,4,0.611,"AudioFeatures with fields:
  acousticness = 0.000173
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7vZz8oJ5qAq...'
  danceability = 0.603
  duration_ms = 211120
  energy = 0.708
  id = '7vZz8oJ5qAqB9MghufRK5k'
  instrumentalness = 3.36e-06
  key = 4
  liveness = 0.158
  loudness = -7.047
  mode = 0
  speechiness = 0.0379
  tempo = 105.046
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7vZz8oJ5qAqB9MghufRK5k'
  type = 'audio_features'
  uri = 'spotify:track:7vZz8oJ5qAqB9MghufRK5k'
  valence = 0.611",True
32,5cfKBuE5XKtlaNOVjQwA9H,0,0.575,0.451,282208,0.5770000000000001,3.98e-06,7,0.264,-6.6739999999999995,1,0.0432,90.012,4,0.157,"AudioFeatures with fields:
  acousticness = 0.451
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5cfKBuE5XKt...'
  danceability = 0.575
  duration_ms = 282208
  energy = 0.577
  id = '5cfKBuE5XKtlaNOVjQwA9H'
  instrumentalness = 3.98e-06
  key = 7
  liveness = 0.264
  loudness = -6.674
  mode = 1
  speechiness = 0.0432
  tempo = 90.012
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5cfKBuE5XKtlaNOVjQwA9H'
  type = 'audio_features'
  uri = 'spotify:track:5cfKBuE5XKtlaNOVjQwA9H'
  valence = 0.157",True
33,1MhHomaXgrPMBroXkpWSSa,0,0.595,0.332,212522,0.61,2.14e-06,7,0.0628,-6.8870000000000005,0,0.0499,97.97399999999999,4,0.314,"AudioFeatures with fields:
  acousticness = 0.332
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1MhHomaXgrP...'
  danceability = 0.595
  duration_ms = 212522
  energy = 0.61
  id = '1MhHomaXgrPMBroXkpWSSa'
  instrumentalness = 2.14e-06
  key = 7
  liveness = 0.0628
  loudness = -6.887
  mode = 0
  speechiness = 0.0499
  tempo = 97.974
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1MhHomaXgrPMBroXkpWSSa'
  type = 'audio_features'
  uri = 'spotify:track:1MhHomaXgrPMBroXkpWSSa'
  valence = 0.314",False
34,79blZUG11a6vtTL3Nt9J78,0,0.418,0.0028,306573,0.9309999999999999,7.709999999999999e-05,2,0.332,-4.584,1,0.174,129.994,4,0.7070000000000001,"AudioFeatures with fields:
  acousticness = 0.0028
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/79blZUG11a6...'
  danceability = 0.418
  duration_ms = 306573
  energy = 0.931
  id = '79blZUG11a6vtTL3Nt9J78'
  instrumentalness = 7.71e-05
  key = 2
  liveness = 0.332
  loudness = -4.584
  mode = 1
  speechiness = 0.174
  tempo = 129.994
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/79blZUG11a6vtTL3Nt9J78'
  type = 'audio_features'
  uri = 'spotify:track:79blZUG11a6vtTL3Nt9J78'
  valence = 0.707",True
